gold,prompt,task_name,style
Not_Listed,"Regarding clinical trial NCT00002582, evaluate the constituent agents of the most efficacious therapeutic regimen and identify the agent whose name commences with the letter C.

Subsequently, determine the pharmaceutical entity that was granted the most recent U.S. Food and Drug Administration (FDA) approval through December 2024 for the aforementioned agent.
This inquiry is restricted to original New Drug Application (NDA) or Biologics License Application (BLA) approvals and explicitly excludes supplemental approvals (e.g., for new indications).

Should this entity be publicly traded on a United States stock exchange, inclusive of over-the-counter (OTC) markets, furnish the following:
1. Its stock ticker symbol
2. The opening share price on the date of the aforementioned FDA approval

Conversely, if the entity is not publicly traded on a U.S. exchange, state ""NOT LISTED"".",Open_on_Approval,style1_formal
Not_Listed,"For clinical trial NCT00002582, identify the ingredient in the more effective regimen that starts with the letter C.

Then, find the company that received the most recent FDA approval for this ingredient by December 2024.
Consider only original drug approvals, not new indications or supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the approval date

If the company is not listed on any US stock market, state ""NOT LISTED"".",Open_on_Approval,style2_concise
Not_Listed,"First, for clinical trial NCT00002582, review the ingredients of the more effective regimen and identify the one that starts with the letter C.

Then, using the ingredient you identified, determine which pharmaceutical company received the most recent overall FDA drug approval for it, up until December 2024.
Note that we are only looking for overall FDA drug approval, not new indications, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
FRESENIUS KABI USA LLC,"For clinical trial NCT00417911, among the constituents of the more efficacious therapeutic regimen, identify the agent whose name commences with the letter B.

Subsequently, determine the company holding the most recent FDA approval for this identified agent, with an approval date no later than December 2024. This inquiry is limited to original drug approvals, excluding new indications and supplemental approvals. The response must be formatted exclusively as: COMPANY: name.",Applicant_Full_Name,style1_formal
FRESENIUS KABI USA LLC,"In trial NCT00417911's effective regimen, which ingredient starts with the letter B?

For this ingredient, find the company with the latest original FDA drug approval by Dec, 2024. Do not include new indications or supplemental approvals.

Return only the company name in the format: COMPANY: name.",Applicant_Full_Name,style2_concise
FRESENIUS KABI USA LLC,"First, for clinical trial NCT00417911, identify the ingredient that starts with the letter B from among the more effective regimen ingredients.

Then, find the company that has the latest overall FDA drug approval for this ingredient, with an approval date up to December 2024. Note that this search is only for overall FDA drug approvals, not new indications or supplemental approvals.

Finally, return only the company name in the format: COMPANY: name.",Applicant_Full_Name,style3_stepwise
"Jul 12, 2034","Pertaining to clinical trial NCT00002662, from the active ingredients comprising the more efficacious regimens, identify the component whose name commences with the letter P.

Subsequently, for this identified ingredient with its latest overall FDA drug approval occurring on or before Dec, 2024, determine its patent expiration date.
Note that the inquiry is restricted to the overall FDA drug approval, and specifically excludes new indications or supplemental approvals.
Return only the year of the date in the specified format: YYYY.",Patent_Expire_Date_Text,style1_formal
"Jul 12, 2034","For clinical trial NCT00002662, identify the ingredient in its more effective regimens that starts with P.

For this ingredient, what is the patent expiration date for its last approval by Dec, 2024?
Note: Consider only overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Jul 12, 2034","First, for clinical trial NCT00002662, examine the more effective regimen ingredients and identify the one that starts with the letter P.

Then, for this identified ingredient, find its last overall FDA drug approval that occurred on or before Dec, 2024.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, for that specific approval, what is the patent expiration date?
Return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
"May 16, 2036","With reference to clinical trial NCT01038661, identify the therapeutic agent from the more efficacious regimen whose name commences with the letter 'D'.

Subsequently, for said agent, ascertain the patent expiration date, contingent upon its original U.S. Food and Drug Administration (FDA) approval having been granted on or before December 2024.
Note: The scope of this inquiry is limited to the initial, comprehensive FDA drug approval and explicitly excludes approvals for new indications or supplemental applications.
The output for the date must be provided exclusively in the year format: YYYY.",Patent_Expire_Date_Text,style1_formal
"May 16, 2036","For clinical trial NCT01038661, which ingredient from the more effective regimens starts with the letter D?

For this ingredient, what is the patent expiration date of its last approval by Dec, 2024?
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"May 16, 2036","First, for clinical trial NCT01038661 among the more effective regimen ingredients, identify which ingredient starts with the letter D.

Then, for this identified ingredient, find its patent expiration date based on its last overall FDA drug approval up till Dec, 2024.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
,"With reference to clinical trial NCT00445601, among the constituent ingredients of the more effective regimens, identify the agent whose nomenclature commences with the letter G.

Subsequently, for the thus identified agent, determine its FDA-granted exclusivity date, contingent upon its last overall drug approval occurring on or prior to December, 2024.
Note that the scope of this query is limited to overall Food and Drug Administration (FDA) drug approval, precluding new indications or supplemental approvals.
If no exclusivity date exists or if it is unavailable, respond with 'DATE: NA'. Otherwise, return only the date in the MM-DD-YYYY format, structured as: date: MM-DD-YYYY.",Exclusivity_Date,style1_formal
,"For clinical trial NCT00445601, identify the ingredient starting with G from the more effective regimens.

Then, for this ingredient, find the FDA exclusivity date for its last approval by Dec, 2024.
Note: Use only overall FDA drug approval, not new indications or supplemental approvals.
If no date is available, return 'DATE: NA'. Otherwise, return the date as date: MM-DD-YYYY.",Exclusivity_Date,style2_concise
,"First, for clinical trial NCT00445601, among the more effective regimen ingredients, identify which ingredient starts with the letter G.

Then, for this identified ingredient, find its last overall FDA drug approval up till Dec, 2024.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, determine its exclusivity date according to the FDA. If no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.",Exclusivity_Date,style3_stepwise
"Nov 3, 2032","For clinical trial NCT00513955, from the constituents of the more efficacious therapeutic regimen, identify the agent whose name begins with the letter B.

Subsequently, for the identified agent, determine the patent expiration date, contingent upon its initial overall FDA drug approval having been granted on or before Dec, 2024.
Note: The scope of this inquiry is restricted to the initial overall FDA drug approval, expressly excluding approvals for new indications or supplemental applications.
Provide the response as the year of expiration only, in the YYYY format of date: YYYY.",Patent_Expire_Date_Text,style1_formal
"Nov 3, 2032","In clinical trial NCT00513955, which regimen ingredient starts with the letter B?

For this ingredient, what is its patent expiration date, given its last overall FDA drug approval was by Dec, 2024?
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Nov 3, 2032","First, for clinical trial NCT00513955, among the more effective regimen ingredients, identify the ingredient that starts with the letter B.

Then, for this identified ingredient, find its patent expiration date. This date should correspond to the drug product's last overall FDA drug approval on or before Dec, 2024.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the year of the patent expiration date in YYYY format.",Patent_Expire_Date_Text,style3_stepwise
"Oct 3, 2026","With respect to clinical trial NCT00833833, identify the therapeutic agent among the components of the more effective regimens whose nomenclature commences with the letter 'D'.

Subsequently, for this identified agent, ascertain its FDA-granted exclusivity expiration date based on its most recent overall drug approval granted on or before Dec, 2024. It is specified that this query pertains exclusively to the original marketing authorization and excludes approvals for new indications or supplemental applications.

If no exclusivity date exists or if such data are unavailable, respond with 'DATE: NA'. Otherwise, provide only the date in the specified format: date: MM-DD-YYYY.",Exclusivity_Date,style1_formal
"Oct 3, 2026","For clinical trial NCT00833833, which effective regimen ingredient starts with the letter D?

For this ingredient, what is its FDA exclusivity date based on its last overall approval by Dec, 2024?
Consider only overall FDA drug approval, not new indications or supplemental approvals.
If the date is unavailable, respond 'DATE: NA'. Otherwise, return the date using the format: date: MM-DD-YYYY.",Exclusivity_Date,style2_concise
"Oct 3, 2026","First, for clinical trial NCT00833833, identify which ingredient among the more effective regimen ingredients starts with the letter D.

Then, for this identified ingredient that was last approved up till Dec, 2024, find its exclusivity date according to the FDA.

Note that we are only looking for overall FDA drug approval, not new indication, not supplemental approvals.

Finally, if no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.",Exclusivity_Date,style3_stepwise
DEXAMETHASONE,"For clinical trial NCT00256776, from the constituents of the more efficacious regimen, identify the ingredient whose name commences with the letter 'D' and return only the name in all capital letters, or UNKNOWN, using the format: INGREDIENT: name",Ingredient,style1_formal
DEXAMETHASONE,"For clinical trial NCT00256776, from the more effective regimen ingredients, find the one starting with D; return only the name or UNKNOWN in all CAPS in the format INGREDIENT: name.",Ingredient,style2_concise
DEXAMETHASONE,"First, for the clinical trial NCT00256776, identify the ingredients in the more effective regimen. Then, from those ingredients, find the one whose name starts with the letter D. Finally, return only the name of that ingredient in all CAPS, in the format of INGREDIENT: name. If no such ingredient is found, return INGREDIENT: UNKNOWN.",Ingredient,style3_stepwise
,"With reference to clinical trial NCT00446225, among the constituents of the more efficacious therapeutic regimens, identify the active ingredient commencing with the letter D.

Subsequently, for the identified constituent, determine the Food and Drug Administration (FDA) exclusivity date associated with its most recent overall drug approval occurring on or before Dec, 2024.
Note that the inquiry is restricted to the overall FDA drug approval, thereby excluding approvals for new indications or supplemental applications.
In the event that no exclusivity date exists or is available, the designated response is 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.",Exclusivity_Date,style1_formal
,"For clinical trial NCT00446225, which ingredient in the more effective regimen starts with D?

For this ingredient, what is the FDA exclusivity date for its last overall drug approval by Dec, 2024?
Consider only overall FDA drug approval, not new indications or supplemental approvals.
If the date is unavailable, return 'DATE: NA'. Otherwise, return the date as date: MM-DD-YYYY.",Exclusivity_Date,style2_concise
,"First, for clinical trial NCT00446225 among the more effective regimen ingredients, identify which ingredient starts with the letter D.

Then, for this identified ingredient, find its exclusivity date according to the FDA, based on its last approval up till Dec, 2024.
Note that we are only looking for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, if no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.",Exclusivity_Date,style3_stepwise
ZHUHAI BEIHAI BIOTECH CO LTD,"Pertaining to clinical trial NCT00703326, identify the constituent agent within the more efficacious therapeutic regimen whose name commences with the letter D.

Subsequently, determine the company holding the most recent initial FDA approval for this identified agent, with an approval date up till Dec, 2024. This inquiry is restricted to the original marketing authorization and explicitly excludes supplemental approvals or new indications. The output must be presented exclusively in the format: COMPANY: name.",Applicant_Full_Name,style1_formal
ZHUHAI BEIHAI BIOTECH CO LTD,"In trial NCT00703326, what ingredient in the more effective regimen starts with D?

For this ingredient, which company received the latest overall FDA drug approval by Dec, 2024? Exclude new indications and supplemental approvals.

Return the company name in the format: COMPANY: name.",Applicant_Full_Name,style2_concise
ZHUHAI BEIHAI BIOTECH CO LTD,"First, for clinical trial NCT00703326, identify the ingredient among the more effective regimens that starts with the letter D.

Then, for this specific ingredient, find the company that received the latest overall FDA drug approval with a date up to Dec, 2024. Please note to only consider overall drug approvals, not new indications or supplemental approvals.

Finally, return only the name of the company in the format: COMPANY: name.",Applicant_Full_Name,style3_stepwise
,"Pertaining to clinical trial NCT00417911, from the constituent agents of the more efficacious therapeutic regimens, identify the agent whose nomenclature commences with the letter B.

Subsequently, for this identified agent with a final approval date on or before Dec, 2024, determine its marketing exclusivity expiration date as designated by the FDA.
Note that the query pertains only to the overall FDA drug approval, excluding new indications and supplemental approvals.
In the absence of an existing or available exclusivity date, respond with 'DATE: NA'. Otherwise, return only the date in the MM-DD-YYYY format of date: MM-DD-YYYY.",Exclusivity_Date,style1_formal
,"For clinical trial NCT00417911, what ingredient in the more effective regimen starts with the letter B?

For this ingredient, what is the FDA exclusivity date from its last overall approval up till Dec, 2024?
Consider only overall FDA drug approval, not new indications or supplemental approvals.
If the exclusivity date is unavailable, respond 'DATE: NA'. Otherwise, return the date as: date: MM-DD-YYYY.",Exclusivity_Date,style2_concise
,"First, for clinical trial NCT00417911, identify the ingredient from the more effective regimen that starts with the letter B.

Then, for this identified ingredient, find its FDA exclusivity date corresponding to its last overall drug approval up till Dec, 2024. Note that we are only looking for overall FDA drug approval, not new indication or supplemental approvals.

Finally, if no exclusivity date exists or if it's not available, respond with 'DATE: NA'. Otherwise, return only the date in MM-DD-YYYY format of date: MM-DD-YYYY.",Exclusivity_Date,style3_stepwise
PEMETREXED DISODIUM,"For clinical trial NCT04538664, among the more efficacious regimen constituents, identify the ingredient whose name commences with the letter 'P', returning only the name of the ingredient or 'unknown' in all CAPS in the format of INGREDIENT: name",Ingredient,style1_formal
PEMETREXED DISODIUM,"For clinical trial NCT04538664, find the ingredient starting with P from the more effective regimens. Return the name or UNKNOWN in all caps, formatted as INGREDIENT: name.",Ingredient,style2_concise
PEMETREXED DISODIUM,"First, for clinical trial NCT04538664, identify the more effective regimen ingredients. Then, from this list, find the ingredient with the first letter start with P. Finally, return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name",Ingredient,style3_stepwise
35.55500030517578,"With respect to clinical trial NCT01924533, examine the constituents of the more efficacious regimen and identify the constituent whose name commences with the letter 'O'.

Subsequently, determine the pharmaceutical company that received the most recent FDA approval (through December 2024) for this identified constituent.
It should be noted that consideration is limited to overall FDA drug approval, not new indidcation, not supplemental approvals.

If said company is listed on any U.S. stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

Should the company not be listed on any U.S. stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
35.55500030517578,"In clinical trial NCT01924533's more effective regimen, what ingredient starts with the letter O?

Which pharmaceutical company received the most recent FDA approval for this ingredient by December 2024?
Note: Only consider overall FDA drug approvals, not new indications or supplemental approvals.

If the company is US-listed (including OTC markets), provide:
1. Stock ticker symbol
2. Opening stock price on the FDA approval date

If not US-listed, state ""NOT LISTED"".",Open_on_Approval,style2_concise
35.55500030517578,"First, for clinical trial NCT01924533, review the more effective regimen ingredients and identify which ingredient starts with the letter O.

Then, determine which pharmaceutical company received the most recent FDA approval (up until December 2024) for this identified ingredient.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
58.59000015258789,"Pertaining to clinical trial NCT02950051, analyze the components of the more effective regimen and identify the constituent agent whose nomenclature commences with the letter V.

Subsequently, determine the pharmaceutical company that received the most recent U.S. Food and Drug Administration (FDA) approval for this identified agent, for the period up to and including December 2024.
Note that this inquiry is restricted to overall FDA drug approvals, and expressly excludes new indications or supplemental approvals.

If this company is listed on any U.S. stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any U.S. stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
58.59000015258789,"For clinical trial NCT02950051, identify the ingredient in the more effective regimen that starts with the letter V.

Then, find the company that received the most recent FDA approval for this ingredient by December 2024.
Consider only original drug approvals, not new indications or supplemental approvals.

If the company is listed on a US stock market (including OTC markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not US-listed, state ""NOT LISTED"".",Open_on_Approval,style2_concise
58.59000015258789,"First, for clinical trial NCT02950051, review the more effective regimen ingredients and identify which ingredient starts with the letter V.

Then, for this identified ingredient, determine which pharmaceutical company received the most recent FDA approval up until December 2024.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
"May 16, 2036","With respect to clinical trial NCT00084318, identify the therapeutic agent within the regimen demonstrating superior efficacy whose name commences with the letter D.

Subsequently, for the aforementioned agent, determine its patent expiration date, contingent upon its final overall FDA drug approval being issued no later than Dec, 2024.
It is to be noted that the analysis is restricted to the overall FDA drug approval, thereby excluding new indications or supplemental approvals.
The output for the date must be provided exclusively in the year format: YYYY.",Patent_Expire_Date_Text,style1_formal
"May 16, 2036","For clinical trial NCT00084318, identify the effective regimen ingredient that starts with the letter D.

For this ingredient, find the patent expiration date of its last approval by Dec, 2024.
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"May 16, 2036","First, for clinical trial NCT00084318, examine the ingredients of the more effective regimen and identify the one that starts with the letter D.

Then, for this identified ingredient, find its last overall FDA drug approval granted up till Dec, 2024. Finally, for that specific approval, provide its patent expiration date.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
SHORLA PHARMA LTD,"Pertaining to clinical trial NCT00002870, from the constituent agents of the more efficacious therapeutic regimen, identify the ingredient whose name commences with the letter 'T'.

Subsequently, determine the company that holds the most recent initial marketing approval from the U.S. Food and Drug Administration (FDA) for this identified agent, granted on or before Dec, 2024. This inquiry is restricted to original New Drug Application (NDA) or Biologics License Application (BLA) approvals and explicitly excludes supplemental approvals or new indications. The result must be presented solely as the company name, in the format: COMPANY: name.",Applicant_Full_Name,style1_formal
SHORLA PHARMA LTD,"For clinical trial NCT00002870, identify the effective regimen ingredient starting with the letter T.

For this ingredient, find the company with the latest overall FDA drug approval by Dec, 2024. Do not include new indications or supplemental approvals.
Return the company name in the format: COMPANY: name.",Applicant_Full_Name,style2_concise
SHORLA PHARMA LTD,"First, for clinical trial NCT00002870 among the more effective regimen ingredients, identify which ingredient starts with the letter T.

Then, find which company has the latest FDA approval date up till Dec, 2024 for this identified ingredient. Note that we are only looking for overall FDA drug approval, not new indication, not supplemental approvals.

Finally, return only the company name in the format of COMPANY: name.",Applicant_Full_Name,style3_stepwise
"Jan 6, 2027","For clinical trial NCT00720512, from the regimen demonstrating superior efficacy, identify the therapeutic constituent whose name commences with the letter 'I'.

Subsequently, for this identified constituent with a final overall FDA approval date on or before Dec, 2024, ascertain its patent expiration date.
Note that the inquiry is restricted to overall FDA drug approval, excluding new indications or supplemental approvals.
The response must be formatted to return only the year of the date in the format: YYYY.",Patent_Expire_Date_Text,style1_formal
"Jan 6, 2027","For clinical trial NCT00720512, identify the ingredient starting with 'I' from the more effective regimen.

For this ingredient, what is the patent expiration date for its last approval up to Dec, 2024?
Note: Consider only overall FDA drug approval, excluding new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Jan 6, 2027","First, search within clinical trial NCT00720512 to find the ingredients listed in the more effective regimen, and from that list, identify the specific ingredient that starts with the letter I.

Then, for this identified ingredient, find its last overall FDA drug approval that occurred on or before Dec, 2024. Note that we are only looking for overall FDA drug approval, not new indications and not supplemental approvals.

Finally, based on that approval, find the patent expiration date and return only the year in YYYY format.",Patent_Expire_Date_Text,style3_stepwise
24.75,"Regarding clinical trial NCT00064077, examine the constituent components of the more effective therapeutic regimen and identify the active ingredient whose nomenclature commences with the letter 'P'.

Subsequently, determine the pharmaceutical company that obtained the most recent U.S. Food and Drug Administration (FDA) approval for the aforementioned ingredient, for the period ending December 2024.
Note: This inquiry is restricted to an original marketing approval and expressly excludes supplemental approvals or approvals for new indications.

If the identified company is publicly traded on any U.S. stock market, including over-the-counter markets, provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

Should the company not be listed on any U.S. stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
24.75,"For clinical trial NCT00064077, identify the ingredient in the more effective regimen that starts with P.

Then, find the company with the most recent FDA approval for this ingredient by December 2024.
Note: This search is for original drug approvals only, not new indications or supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, indicate ""NOT LISTED"".",Open_on_Approval,style2_concise
24.75,"First, for clinical trial NCT00064077, review the ingredients of the more effective regimen and identify the specific ingredient that begins with the letter P.

Then, using the ingredient identified, find the pharmaceutical company that received the most recent overall FDA drug approval for it, up until December 2024. Note that new indications or supplemental approvals should be excluded.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
"Mar 26, 2035","For clinical trial NCT04538664, from the therapeutic agents comprising the more efficacious regimens, identify the one whose name commences with the letter P.

Subsequently, for this identified agent, determine its patent expiration date, given that its last overall FDA drug approval was granted on or before December, 2024.
Note that this inquiry pertains exclusively to the overall FDA drug approval, and not to new indications or supplemental approvals.
Return only the year of the date in the format: YYYY.",Patent_Expire_Date_Text,style1_formal
"Mar 26, 2035","In clinical trial NCT04538664, which effective regimen ingredient starts with the letter P?

For this ingredient, what is the patent expiration date of its last approval up till Dec 2024?

Note: Look for overall FDA drug approval only, not new indications or supplemental approvals.

Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"Mar 26, 2035","First, for clinical trial NCT04538664 among the more effective regimen ingredients, identify which ingredient starts with the letter P.

Then, for this identified ingredient that was last approved up till Dec, 2024, find its patent expiration date.

Finally, note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals. You must return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
BRISTOL-MYERS SQUIBB CO,"With reference to clinical trial NCT00003128, from the constituent components of the more efficacious treatment regimens, identify the active ingredient whose name commences with the letter P.

Subsequently, for the identified ingredient, determine which company possesses the latest FDA approval date up till Dec, 2024. It is stipulated that this query pertains only to original FDA drug approvals, excluding new indications and supplemental approvals.
Return the output exclusively in the format of COMPANY: name.",Applicant_Full_Name,style1_formal
BRISTOL-MYERS SQUIBB CO,"For clinical trial NCT00003128, identify the ingredient from its more effective regimens that starts with the letter P.

For this ingredient, find the company with the latest overall FDA drug approval by Dec, 2024. Exclude new indications and supplemental approvals. Return only the company name in the format COMPANY: name.",Applicant_Full_Name,style2_concise
BRISTOL-MYERS SQUIBB CO,"First, for clinical trial NCT00003128, review the ingredients of the more effective regimen and identify the one that starts with the letter P.

Then, for this identified ingredient, find the company that holds the latest overall FDA drug approval up till Dec, 2024. Note that we are only looking for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, return only the company name in the format of COMPANY: name.",Applicant_Full_Name,style3_stepwise
Not_Listed,"With respect to clinical trial NCT00833833, analyze the components of the more effective regimen and identify the specific ingredient commencing with the letter D.

Subsequently, determine the pharmaceutical company that received the most recent U.S. Food and Drug Administration (FDA) approval for this identified ingredient, current through December 2024.
Note that this inquiry is specific to an original FDA drug approval and expressly excludes new indications and supplemental approvals.

Should this company be listed on any U.S. stock market (including over-the-counter markets), provide the following:
1. The stock ticker symbol
2. The opening stock price on the date of the FDA approval

If the company is not listed on any U.S. stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
Not_Listed,"For clinical trial NCT00833833, identify the ingredient starting with D in the more effective regimen.

Then, determine which company received the most recent original new drug approval for this ingredient by December 2024.

If the company is listed on a US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed, indicate ""NOT LISTED"".",Open_on_Approval,style2_concise
Not_Listed,"First, for clinical trial NCT00833833, review the ingredients of the more effective regimen and identify which ingredient starts with the letter D.

Then, determine which pharmaceutical company received the most recent overall FDA drug approval for this identified ingredient, up until December 2024. Note that we are only looking for overall FDA drug approval, not new indications or supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
ZHUHAI BEIHAI BIOTECH CO LTD,"Regarding clinical trial NCT00084318, identify the constituent agent within the more efficacious regimens whose name commences with the letter D.

Subsequently, determine the company holding the most recent original FDA approval for this agent, granted up to December 2024. It should be noted that the inquiry is restricted to initial marketing authorizations, thereby excluding new indications and supplemental approvals. The response must be formatted to return only the company name as COMPANY: name.",Applicant_Full_Name,style1_formal
ZHUHAI BEIHAI BIOTECH CO LTD,"For clinical trial NCT00084318, identify the effective regimen ingredient starting with D.

For that ingredient, find the company with the latest overall FDA drug approval by Dec, 2024. Exclude new indications and supplemental approvals.

Return only the company name in the format: COMPANY: name.",Applicant_Full_Name,style2_concise
ZHUHAI BEIHAI BIOTECH CO LTD,"First, from the more effective regimen ingredients in clinical trial NCT00084318, identify the single ingredient that starts with the letter D.

Then, for that identified ingredient, find the company that holds the latest overall FDA drug approval. The approval date must be up to December 2024, and you must only consider overall FDA drug approvals, not new indications or supplemental approvals.

Finally, return only the company name in the format of COMPANY: name.",Applicant_Full_Name,style3_stepwise
BORTEZOMIB,"For clinical trial NCT00417911, among the components of the more efficacious therapeutic regimens, identify the ingredient whose name commences with the letter 'B' and return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name",Ingredient,style1_formal
BORTEZOMIB,For clinical trial NCT00417911. From the more effective regimen ingredients; find the ingredient starting with B return only the ingredient name or UNKNOWN in all CAPS in the format INGREDIENT: name,Ingredient,style2_concise
BORTEZOMIB,"First, for clinical trial NCT00417911, consider the ingredients belonging to the more effective regimen. Then, from this list of ingredients, find the specific one that has a name starting with the letter B. Finally, return only the name of the ingredient, or unknown if not found, in all CAPS using the format INGREDIENT: name.",Ingredient,style3_stepwise
IPSEN BIOPHARMACEUTICALS INC,"Pertaining to clinical trial NCT00012389, among the constituent components of the more effective regimens, identify the ingredient whose name commences with the letter 'I'.

Subsequently, for the identified ingredient, determine the company that holds the latest original FDA approval up till Dec, 2024. Note that this inquiry is restricted to initial marketing authorizations and explicitly excludes new indications and supplemental approvals.
Return only the company name in the format of COMPANY: name.",Applicant_Full_Name,style1_formal
IPSEN BIOPHARMACEUTICALS INC,"For clinical trial NCT00012389, identify the effective regimen ingredient starting with the letter I.

For this ingredient, find the company with the latest overall FDA drug approval by Dec, 2024. Exclude new indications and supplemental approvals.
Return only the company name in the format COMPANY: name.",Applicant_Full_Name,style2_concise
IPSEN BIOPHARMACEUTICALS INC,"First, in clinical trial NCT00012389, review the list of more effective regimen ingredients to identify the one that starts with the letter I.

Then, for the ingredient you just identified, find which company received the latest overall FDA drug approval. Your search must be limited to approvals on or before Dec, 2024 and must only include overall FDA drug approvals, not new indications or supplemental approvals.

Finally, return only the name of that company in the following format: COMPANY: name.",Applicant_Full_Name,style3_stepwise
24.75,"Regarding clinical trial NCT00003128, examine the constituents of the regimen that demonstrated superior efficacy, and identify the specific constituent commencing with the letter 'P'.

Subsequently, determine the pharmaceutical company that secured the most recent U.S. Food and Drug Administration (FDA) approval for this identified constituent, for the period ending December 2024.
This inquiry pertains exclusively to an original FDA drug approval, and excludes approvals for new indications or supplemental applications.

If the identified company is listed on any U.S. stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any U.S. stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
24.75,"For trial NCT00003128, identify the ingredient in the more effective regimen that starts with 'P'.

Find the company with the most recent overall FDA drug approval for this ingredient by December 2024. Exclude new indications and supplemental approvals.

If the company is US-listed (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the approval date

If not US-listed, state ""NOT LISTED"".",Open_on_Approval,style2_concise
